Date Time,Month,Day,Day of Week,Hour,Minute,SecondsFromStart,SiteOutdoorAirDrybulbTemperature_Environment,SiteOutdoorAirRelativeHumidity_Environment,HeatingElectricity,HeatingNaturalGas,CoolingElectricity,ElectricityFacility,GasFacility,HeatingEnergyTransfer,WaterSystemsEnergyTransfer,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory1ThermalZone,WaterHeaterHeatingRate_BuildingStory1ThermalZone,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory2ThermalZone,WaterHeaterHeatingRate_BuildingStory2ThermalZone,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory3ThermalZone,WaterHeaterHeatingRate_BuildingStory3ThermalZone,TotalSensibleLoad,TotalCoolingSensibleLoad,TotalHeatingSensibleLoad,TotalWaterHeating
01/01/2017 01:00,1,1,0,1,0,3600,-0.6,89,0,2.21772e+09,4.78327e+08,2.12014e+09,0,2.05874e+08,9.0753e+07,-5100.19,0,0,0,61139.3,0,56039.1,-5100.2,61139.3,0.0
01/01/2017 02:00,1,1,0,2,0,7200,-0.6,89,0,8.51339e+07,0,1.37787e+09,0,0,9.07483e+07,-45550.7,0,0,0,211087,0,165536.3,-45550.7,211087.0,0.0
01/01/2017 03:00,1,1,0,3,0,10800,-1.1,85,0,2.20141e+09,4.7862e+08,2.12022e+09,0,1.95129e+08,9.07432e+07,-5819.87,0,0,0,58061.8,0,52241.9,-5819.9,58061.8,0.0
01/01/2017 04:00,1,1,0,4,0,14400,-1.1,92,0,5.03209e+07,0,1.37935e+09,0,0,9.07329e+07,-83293.1,0,0,0,210119,0,126825.9,-83293.1,210119.0,0.0
01/01/2017 05:00,1,1,0,5,0,18000,-1.1,89,0,2.21635e+09,4.80404e+08,2.12615e+09,0,2.50442e+08,9.07441e+07,-10085.1,0,0,0,73025.5,0,62940.4,-10085.1,73025.5,0.0
01/01/2017 06:00,1,1,0,6,0,21600,-0.6,85,0,4.27476e+07,0,1.37871e+09,0,0,9.075e+07,-75871.8,0,0,0,188622,0,112750.2,-75871.8,188622.0,0.0
01/01/2017 07:00,1,1,0,7,0,25200,-0.6,89,0,2.17009e+09,4.80633e+08,2.13149e+09,0,2.42434e+08,9.07551e+07,-11157.8,0,0,0,70747.7,0,59589.9,-11157.8,70747.7,0.0
01/01/2017 08:00,1,1,0,8,0,28800,-0.6,85,0,7.07454e+07,0,1.40029e+09,0,0,9.07375e+07,-66311,0,0,0,208642,0,142331.0,-66311.0,208642.0,0.0
01/01/2017 09:00,1,1,0,9,0,32400,-1.1,89,0,1.83471e+09,3.65209e+08,2.37808e+09,0,1.95412e+08,1.21271e+08,-20170.1,0,0,0,58047.9,0,37877.8,-20170.1,58047.9,0.0
01/01/2017 10:00,1,1,0,10,0,36000,-0.6,89,0,1.28638e+09,2.0561e+08,2.21258e+09,0,0,1.51544e+08,-3748.65,0,0,0,52924.4,0,49175.8,-3748.7,52924.4,0.0
