Date Time,Month,Day,Day of Week,Hour,Minute,SecondsFromStart,SiteOutdoorAirDrybulbTemperature_Environment,SiteOutdoorAirRelativeHumidity_Environment,HeatingElectricity,HeatingNaturalGas,CoolingElectricity,ElectricityFacility,GasFacility,HeatingEnergyTransfer,WaterHeaterTotalDemandHeatTransferRate,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory4ThermalZone,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory3ThermalZone,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory6ThermalZone,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory2ThermalZone,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory5ThermalZone,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory1ThermalZone,TotalSensibleLoad,TotalCoolingSensibleLoad,TotalHeatingSensibleLoad,TotalWaterHeating
01/01/2017 01:00,1,1,0,1,0,3600,-0.6,89,0,1.5014e+09,1.17076e+08,6.93629e+08,0,8.36767e+08,355.783,108533,100487,57474.2,0,18294.7,0,284788.9,0,284788.9,355.8
01/01/2017 02:00,1,1,0,2,0,7200,-0.6,89,0,0,0,4.46551e+08,0,0,351.63,436776,411159,239693,0,72853.9,0,1160481.9,0,1160481.9,351.6
01/01/2017 03:00,1,1,0,3,0,10800,-1.1,85,0,1.78551e+09,1.26635e+08,7.07753e+08,0,9.76898e+08,347.527,141921,128987,48515.9,0,17677.3,0,337101.2,0,337101.2,347.5
01/01/2017 04:00,1,1,0,4,0,14400,-1.1,92,0,0,0,4.46551e+08,0,0,343.473,108734,106436,95700.4,0,8395.95,0,319266.4,0,319266.4,343.5
01/01/2017 05:00,1,1,0,5,0,18000,-1.1,89,0,1.32801e+09,1.09689e+08,6.85041e+08,0,6.96723e+08,346.627,73101.8,69854.4,49995.6,0,23048.1,0,215999.9,0,215999.9,346.6
01/01/2017 06:00,1,1,0,6,0,21600,-0.6,85,0,0,0,4.59093e+08,0,0,354.267,126543,124996,115859,0,10321.6,0,377719.6,0,377719.6,354.3
01/01/2017 07:00,1,1,0,7,0,25200,-0.6,89,0,1.1567e+09,9.82344e+07,6.76959e+08,0,6.08469e+08,8094.28,61997.2,61214.7,52106.1,0,21857.6,0,197175.6,0,197175.6,8094.3
01/01/2017 08:00,1,1,0,8,0,28800,-0.6,85,0,1.26784e+08,4.11965e+07,6.01082e+08,0,2.83872e+07,5886.32,232208,222869,155916,0,8184.14,0,619177.1,0,619177.1,5886.3
01/01/2017 09:00,1,1,0,9,0,32400,-1.1,89,0,1.39154e+09,9.448e+07,5.42189e+08,0,7.39729e+08,5893.76,101377,93751.7,52345.8,0,24798.5,0,272273.0,0,272273.0,5893.8
01/01/2017 10:00,1,1,0,10,0,36000,-0.6,89,0,0,0,3.22336e+08,0,0,5945.27,125467,119944,83142.3,0,14577.4,0,343130.7,0,343130.7,5945.3
